date,amfi_code,nav
2025-02-15,100002,15.036
2025-02-16,100002,14.3925
2025-02-17,100002,14.0885
2025-02-18,100002,13.3578
2025-02-19,100002,13.5959
2025-02-20,100002,13.6617
2025-02-21,100002,13.2472
2025-02-22,100002,13.2429
2025-02-23,100002,12.9856
2025-02-24,100002,13.7676
2025-02-25,100002,12.891
2025-02-26,100002,13.2407
2025-02-27,100002,12.2412
2025-02-28,100002,12.2797
2025-03-01,100002,12.5249
2025-03-02,100002,12.7601
2025-03-03,100002,12.2398
2025-03-04,100002,12.9948
2025-03-05,100002,12.984
2025-03-06,100002,13.1259
2025-03-07,100002,13.1259
2025-03-08,100002,13.2644
2025-03-09,100002,12.3958
2025-03-10,100002,12.3958
2025-03-11,100002,12.9095
2025-03-12,100002,12.9307
2025-03-13,100002,12.0794
2025-03-14,100002,11.7359
2025-03-15,100002,12.2602
2025-03-16,100002,12.1812
2025-03-17,100002,12.5633
2025-03-18,100002,11.5906
2025-03-19,100002,12.5536
2025-03-20,100002,13.1129
2025-03-21,100002,13.5167
2025-03-22,100002,13.1477
2025-03-23,100002,13.1477
2025-03-24,100002,12.7758
2025-03-25,100002,11.971
2025-03-26,100002,11.971
2025-03-27,100002,11.0414
2025-03-28,100002,11.0414
2025-03-29,100002,10.4519
2025-03-30,100002,10.4577
2025-01-01,100003,72.8964
2025-01-02,100003,72.9851
2025-01-03,100003,72.5338
2025-01-04,100003,72.3401
2025-01-05,100003,72.7153
2025-01-06,100003,73.5055
2025-01-07,100003,74.342
2025-01-08,100003,73.7487
2025-01-09,100003,73.7487
2025-01-10,100003,73.7487
2025-01-11,100003,74.3756
2025-01-12,100003,75.1804
2025-01-13,100003,75.391
2025-01-14,100003,75.6658
2025-01-15,100003,74.8288
2025-01-16,100003,74.8288
2025-01-17,100003,75.4423
2025-01-18,100003,75.1906
2025-01-19,100003,75.1906
2025-01-20,100003,75.2282
2025-01-21,100003,74.7227
2025-01-22,100003,73.7953
2025-01-23,100003,74.2204
2025-01-24,100003,74.9721
2025-01-25,100003,75.9452
2025-01-26,100003,75.9452
2025-01-27,100003,76.6286
2025-01-28,100003,76.5935
2025-01-29,100003,76.5935
2025-01-30,100003,76.3532
2025-01-31,100003,76.3532
2025-02-01,100003,76.8239
2025-02-02,100003,77.3542
2025-02-03,100003,76.6638
2025-02-04,100003,76.5234
2025-02-05,100003,76.5234
2025-02-06,100003,76.5234
2025-02-07,100003,76.1554
2025-02-08,100003,75.7282
2025-02-09,100003,76.5748
2025-02-10,100003,76.5748
2025-02-11,100003,76.27
2025-02-12,100003,76.3618
2025-02-13,100003,76.662
2025-02-14,100003,76.5901
2025-02-15,100003,76.5901
2025-02-16,100003,76.935
2025-02-17,100003,76.2595
2025-02-18,100003,75.566
2025-02-19,100003,75.7817
2025-02-20,100003,75.0978
2025-02-21,100003,74.6249
2025-02-22,100003,74.6249
2025-02-23,100003,75.2583
2025-02-24,100003,75.2583
2025-02-25,100003,74.321
2025-02-26,100003,75.1416
2025-02-27,100003,74.7592
2025-02-28,100003,75.6333
2025-03-01,100003,76.4159
2025-03-02,100003,76.3151
2025-03-03,100003,76.886
2025-03-04,100003,76.9569
2025-03-05,100003,77.6084
2025-03-06,100003,77.6084
2025-03-07,100003,78.476
2025-03-08,100003,78.8502
2025-03-09,100003,78.3397
2025-03-10,100003,77.9274
2025-03-11,100003,78.0707
2025-03-12,100003,78.3045
2025-03-13,100003,77.7867
2025-03-14,100003,77.5517
2025-03-15,100003,77.9882
2025-03-16,100003,78.1385
2025-03-17,100003,77.326
2025-03-18,100003,76.7909
2025-03-19,100003,75.9214
2025-03-20,100003,75.2538
2025-03-21,100003,74.5915
2025-03-22,100003,75.2074
2025-03-23,100003,75.2074
2025-03-24,100003,76.0351
2025-03-25,100003,76.5621
2025-03-26,100003,75.9437
2025-03-27,100003,75.0111
2025-03-28,100003,75.0102
2025-03-29,100003,74.7854
2025-03-30,100003,74.6239
2025-01-01,100004,72.6124
2025-01-02,100004,73.5965
2025-01-03,100004,72.9494
2025-01-04,100004,72.6213
2025-01-05,100004,73.6054
2025-01-06,100004,73.7434
2025-01-07,100004,73.1687
2025-01-08,100004,72.4391
2025-01-09,100004,73.3485
2025-01-10,100004,72.6311
2025-01-11,100004,72.2407
2025-01-12,100004,72.9348
2025-01-13,100004,73.8117
2025-01-14,100004,74.6601
2025-01-15,100004,75.0364
2025-01-16,100004,74.1948
2025-01-17,100004,74.1948
2025-01-18,100004,73.882
2025-01-19,100004,74.7047
2025-01-20,100004,74.4063
2025-01-21,100004,74.4063
2025-01-22,100004,73.4835
2025-01-23,100004,73.1483
2025-01-24,100004,72.6625
2025-01-25,100004,72.1509
2025-01-26,100004,72.1509
2025-01-27,100004,72.3132
2025-01-28,100004,71.5254
2025-01-29,100004,72.332
2025-01-30,100004,72.7131
2025-01-31,100004,72.5786
2025-02-01,100004,71.7909
2025-02-02,100004,71.3804
2025-02-03,100004,71.8189
2025-02-04,100004,72.5974
2025-02-05,100004,73.0431
2025-02-06,100004,72.0498
2025-02-07,100004,71.8923
2025-02-08,100004,72.6365
2025-02-09,100004,72.0008
2025-02-10,100004,71.0976
2025-02-11,100004,70.6391
2025-02-12,100004,70.8881
2025-02-13,100004,71.7267
2025-02-14,100004,72.4143
2025-02-15,100004,72.8786
2025-02-16,100004,72.8786
2025-02-17,100004,72.0623
2025-02-18,100004,72.5747
2025-02-19,100004,72.3783
2025-02-20,100004,72.7497
2025-02-21,100004,73.1973
2025-02-22,100004,73.7335
2025-02-23,100004,74.1102
2025-02-24,100004,74.8092
2025-02-25,100004,74.2129
2025-02-26,100004,75.0551
2025-02-27,100004,75.6117
2025-02-28,100004,76.056
2025-03-01,100004,75.9436
2025-03-02,100004,75.4259
2025-03-03,100004,75.6771
2025-03-04,100004,76.3007
2025-03-05,100004,75.8161
2025-03-06,100004,75.8161
2025-03-07,100004,75.1004
2025-03-08,100004,75.6793
2025-03-09,100004,75.8809
2025-03-10,100004,76.7825
2025-03-11,100004,76.595
2025-03-12,100004,76.595
2025-03-13,100004,76.1912
2025-03-14,100004,75.9939
2025-03-15,100004,75.5161
2025-03-16,100004,76.4205
2025-03-17,100004,77.0338
2025-03-18,100004,77.0338
2025-03-19,100004,77.2308
2025-03-20,100004,77.0937
2025-03-21,100004,77.4266
2025-03-22,100004,76.7857
2025-03-23,100004,77.2811
2025-03-24,100004,76.381
2025-03-25,100004,76.1177
2025-03-26,100004,75.2977
2025-03-27,100004,75.4303
2025-03-28,100004,75.7208
2025-03-29,100004,75.2601
2025-03-30,100004,74.6459
2025-03-31,100004,74.7134
2025-01-01,100005,116.0806
2025-01-02,100005,116.208
2025-01-03,100005,116.208
2025-01-04,100005,115.2187
2025-01-05,100005,115.3208
2025-01-06,100005,114.9721
2025-01-07,100005,115.16
2025-01-08,100005,114.243
2025-01-09,100005,114.1757
2025-01-10,100005,113.3516
2025-01-11,100005,113.3516
2025-01-12,100005,113.8099
2025-01-13,100005,114.0009
2025-01-14,100005,114.0051
2025-01-15,100005,113.4861
2025-01-16,100005,112.4911
2025-01-17,100005,112.0495
2025-01-18,100005,112.822
2025-01-19,100005,112.0521
2025-01-20,100005,112.2581
2025-01-21,100005,112.4935
2025-01-22,100005,112.8828
2025-01-23,100005,112.9596
2025-01-24,100005,113.1564
2025-01-25,100005,112.7505
2025-01-26,100005,111.9731
2025-01-27,100005,111.624
2025-01-28,100005,112.4534
2025-01-29,100005,112.7781
2025-01-30,100005,112.0896
2025-01-31,100005,112.4159
2025-02-01,100005,112.1937
2025-02-02,100005,112.7272
2025-02-03,100005,112.0511
2025-02-04,100005,112.0511
2025-02-05,100005,112.0511
2025-02-06,100005,112.0511
2025-02-07,100005,112.4732
2025-02-08,100005,113.3821
2025-02-09,100005,113.9376
2025-02-10,100005,113.9376
2025-02-11,100005,113.9376
2025-02-12,100005,114.768
2025-02-13,100005,114.768
2025-02-14,100005,114.768
2025-02-15,100005,115.2585
2025-02-16,100005,116.2338
2025-02-17,100005,116.5335
2025-02-18,100005,117.2355
2025-02-19,100005,117.2355
2025-02-20,100005,117.3981
2025-02-21,100005,117.3981
2025-02-22,100005,117.3981
2025-02-23,100005,116.872
2025-02-24,100005,116.7175
2025-02-25,100005,117.3243
2025-02-26,100005,117.3243
2025-02-27,100005,117.3243
2025-02-28,100005,117.3459
2025-03-01,100005,117.3632
2025-03-02,100005,117.5857
2025-03-03,100005,118.2334
2025-03-04,100005,118.5888
2025-03-05,100005,119.0222
2025-03-06,100005,119.5939
2025-03-07,100005,118.7697
2025-03-08,100005,119.0868
2025-03-09,100005,119.5883
2025-03-10,100005,118.8743
2025-03-11,100005,119.012
2025-03-12,100005,119.0335
2025-03-13,100005,119.0335
2025-03-14,100005,119.8545
2025-03-15,100005,119.7415
2025-03-16,100005,119.8419
2025-03-17,100005,119.8419
2025-03-18,100005,120.3562
2025-03-19,100005,121.1399
2025-03-20,100005,120.9581
2025-03-21,100005,121.5284
2025-03-22,100005,122.022
2025-03-23,100005,121.7915
2025-03-24,100005,121.575
2025-03-25,100005,121.0313
2025-03-26,100005,121.2502
2025-03-27,100005,121.9624
2025-03-28,100005,121.4057
2025-03-29,100005,121.2954
2025-03-30,100005,120.9107
2025-03-31,100005,121.4037
2025-01-01,100006,100.2668
2025-01-02,100006,100.2668
2025-01-03,100006,99.4479
2025-01-04,100006,98.5072
2025-01-05,100006,97.9188
2025-01-06,100006,98.241
2025-01-07,100006,98.067
2025-01-08,100006,97.7441
2025-01-09,100006,97.7441
2025-01-10,100006,96.871
2025-01-11,100006,96.871
2025-01-12,100006,96.8163
2025-01-13,100006,97.6269
2025-01-14,100006,97.6269
2025-01-15,100006,96.6822
2025-01-16,100006,96.6822
2025-01-17,100006,97.2908
2025-01-18,100006,97.8212
2025-01-19,100006,97.7348
2025-01-20,100006,97.7348
2025-01-21,100006,98.0737
2025-01-22,100006,99.0672
2025-01-23,100006,99.0843
2025-01-24,100006,98.9885
2025-01-25,100006,98.9885
2025-01-26,100006,99.5092
2025-01-27,100006,100.2381
2025-01-28,100006,99.4326
2025-01-29,100006,99.5317
2025-01-30,100006,100.4492
2025-01-31,100006,101.02
2025-02-01,100006,100.3687
2025-02-02,100006,101.1327
2025-02-03,100006,101.4804
2025-02-04,100006,100.6695
2025-02-05,100006,99.9706
2025-02-06,100006,100.7961
2025-02-07,100006,100.9813
2025-02-08,100006,100.2049
2025-02-09,100006,100.7792
2025-02-10,100006,101.3691
2025-02-11,100006,102.019
2025-02-12,100006,102.4984
2025-02-13,100006,101.9105
2025-02-14,100006,101.9105
2025-02-15,100006,101.2671
2025-02-16,100006,100.4487
2025-02-17,100006,99.68
2025-02-18,100006,100.5549
2025-02-19,100006,100.8527
2025-02-20,100006,100.3646
2025-02-21,100006,100.792
2025-02-22,100006,100.9715
2025-02-23,100006,101.7878
2025-02-24,100006,101.7878
2025-02-25,100006,101.7878
2025-02-26,100006,101.2321
2025-02-27,100006,100.3576
2025-02-28,100006,99.5415
2025-03-01,100006,100.346
2025-03-02,100006,99.3971
2025-03-03,100006,98.4917
2025-03-04,100006,99.4051
2025-03-05,100006,99.6971
2025-03-06,100006,99.7999
2025-03-07,100006,100.67
2025-03-08,100006,100.3178
2025-03-09,100006,99.6509
2025-03-10,100006,99.3781
2025-03-11,100006,98.9001
2025-03-12,100006,98.3371
2025-03-13,100006,98.5615
2025-03-14,100006,98.119
2025-03-15,100006,98.0025
2025-03-16,100006,98.0025
2025-03-17,100006,97.7861
2025-03-18,100006,97.7861
2025-03-19,100006,98.0305
2025-03-20,100006,98.0305
2025-03-21,100006,98.5796
2025-03-22,100006,98.3296
2025-03-23,100006,99.0647
2025-03-24,100006,99.1992
2025-03-25,100006,98.4209
2025-03-26,100006,98.7302
2025-03-27,100006,98.9193
2025-03-28,100006,98.7137
2025-03-29,100006,98.7137
2025-03-30,100006,99.2949
2025-03-31,100006,99.2857
2025-01-01,100007,57.3885
2025-01-02,100007,56.4111
2025-01-03,100007,56.4111
2025-01-04,100007,56.9609
2025-01-05,100007,57.2485
2025-01-06,100007,56.9803
2025-01-07,100007,56.9803
2025-01-08,100007,56.0292
2025-01-09,100007,56.5398
2025-01-10,100007,56.2355
2025-01-11,100007,56.388
2025-01-12,100007,56.2847
2025-01-13,100007,56.224
2025-01-14,100007,56.867
2025-01-15,100007,57.3827
2025-01-16,100007,57.0573
2025-01-17,100007,56.1071
2025-01-18,100007,56.1071
2025-01-19,100007,56.0996
2025-01-20,100007,56.9437
2025-01-21,100007,56.6476
2025-01-22,100007,57.3124
2025-01-23,100007,57.9008
2025-01-24,100007,57.9008
2025-01-25,100007,57.0109
2025-01-26,100007,57.1739
2025-01-27,100007,57.7619
2025-01-28,100007,58.0528
2025-01-29,100007,58.4942
2025-01-30,100007,58.1021
2025-01-31,100007,58.5172
2025-02-01,100007,59.2943
2025-02-02,100007,58.6803
2025-02-03,100007,58.7826
2025-02-04,100007,58.7826
2025-02-05,100007,58.8168
2025-02-06,100007,58.8168
2025-02-07,100007,57.882
2025-02-08,100007,58.1024
2025-02-09,100007,58.1024
2025-02-10,100007,57.9505
2025-02-11,100007,57.716
2025-02-12,100007,57.6098
2025-02-13,100007,57.6098
2025-02-14,100007,58.458
2025-02-15,100007,59.1072
2025-02-16,100007,58.9818
2025-02-17,100007,58.5905
2025-02-18,100007,58.393
2025-02-19,100007,58.3601
2025-02-20,100007,57.3886
2025-02-21,100007,57.6285
2025-02-22,100007,58.2568
2025-02-23,100007,59.2493
2025-02-24,100007,59.1875
2025-02-25,100007,59.8661
2025-02-26,100007,59.9559
2025-02-27,100007,60.1228
2025-02-28,100007,60.1228
2025-03-01,100007,59.2347
2025-03-02,100007,59.9976
2025-03-03,100007,59.9976
2025-03-04,100007,60.6756
2025-03-05,100007,60.1982
2025-03-06,100007,60.3764
2025-03-07,100007,60.2044
2025-03-08,100007,60.2044
2025-03-09,100007,59.3365
2025-03-10,100007,58.9542
2025-03-11,100007,59.5798
2025-03-12,100007,60.3604
2025-03-13,100007,60.633
2025-03-14,100007,61.0572
2025-03-15,100007,61.15
2025-03-16,100007,60.5557
2025-03-17,100007,60.1529
2025-03-18,100007,59.4677
2025-03-19,100007,59.6764
2025-03-20,100007,60.6708
2025-03-21,100007,60.6708
2025-03-22,100007,60.7675
2025-03-23,100007,60.7675
2025-03-24,100007,61.6498
2025-03-25,100007,62.0573
2025-03-26,100007,62.3518
2025-03-27,100007,62.3055
2025-03-28,100007,61.5576
2025-03-29,100007,62.0901
2025-03-30,100007,62.0901
2025-03-31,100007,61.9291
2025-01-01,100008,143.6613
2025-01-02,100008,144.2444
2025-01-03,100008,144.2444
2025-01-04,100008,145.1938
2025-01-05,100008,144.5773
2025-01-06,100008,144.0819
2025-01-07,100008,144.0819
2025-01-08,100008,144.0819
2025-01-09,100008,144.8665
2025-01-10,100008,145.3539
2025-01-11,100008,145.8041
2025-01-12,100008,145.8404
2025-01-13,100008,146.0865
2025-01-14,100008,145.2964
2025-01-15,100008,144.343
2025-01-16,100008,143.4025
2025-01-17,100008,143.4025
2025-01-18,100008,144.0078
2025-01-19,100008,144.4522
2025-01-20,100008,145.3719
2025-01-21,100008,145.8293
2025-01-22,100008,146.1205
2025-01-23,100008,146.5027
2025-01-24,100008,145.9879
2025-01-25,100008,145.6474
2025-01-26,100008,145.0175
2025-01-27,100008,144.3337
2025-01-28,100008,145.1348
2025-01-29,100008,144.8889
2025-01-30,100008,144.0952
2025-01-31,100008,143.7153
2025-02-01,100008,144.609
2025-02-02,100008,144.609
2025-02-03,100008,143.7138
2025-02-04,100008,143.5841
2025-02-05,100008,143.0717
2025-02-06,100008,143.1879
2025-02-07,100008,143.0615
2025-02-08,100008,143.4874
2025-02-09,100008,143.4874
2025-02-10,100008,142.6157
2025-02-11,100008,142.2452
2025-02-12,100008,141.8535
2025-02-13,100008,142.7951
2025-02-14,100008,142.2628
2025-02-15,100008,143.0077
2025-02-16,100008,143.0077
2025-02-17,100008,143.6281
2025-02-18,100008,143.8523
2025-02-19,100008,144.2049
2025-02-20,100008,143.5616
2025-02-21,100008,143.2127
2025-02-22,100008,143.6908
2025-02-23,100008,144.129
2025-02-24,100008,144.9527
2025-02-25,100008,144.835
2025-02-26,100008,144.835
2025-02-27,100008,145.0602
2025-02-28,100008,144.5948
2025-03-01,100008,145.435
2025-03-02,100008,145.1781
2025-03-03,100008,145.1891
2025-03-04,100008,145.1891
2025-03-05,100008,144.7454
2025-03-06,100008,144.2916
2025-03-07,100008,143.5014
2025-03-08,100008,143.9068
2025-03-09,100008,143.0732
2025-03-10,100008,143.0732
2025-03-11,100008,142.8834
2025-03-12,100008,142.4048
2025-03-13,100008,141.4493
2025-03-14,100008,141.4493
2025-03-15,100008,142.4202
2025-03-16,100008,141.7983
2025-03-17,100008,142.2389
2025-03-18,100008,142.4578
2025-03-19,100008,142.645
2025-03-20,100008,142.0905
2025-03-21,100008,142.3876
2025-03-22,100008,142.5635
2025-03-23,100008,141.7624
2025-03-24,100008,142.1718
2025-03-25,100008,142.8252
2025-03-26,100008,142.3178
2025-03-27,100008,142.4964
2025-03-28,100008,142.4964
2025-03-29,100008,142.5321
2025-03-30,100008,142.1577
2025-03-31,100008,141.7525
2025-01-01,100009,127.3817
2025-01-02,100009,127.3817
2025-01-03,100009,127.3817
2025-01-04,100009,127.3076
2025-01-05,100009,127.1827
2025-01-06,100009,127.8777
2025-01-07,100009,127.8777
2025-01-08,100009,128.0611
2025-01-09,100009,128.0611
2025-01-10,100009,128.6887
2025-01-11,100009,128.3368
2025-01-12,100009,129.3082
2025-01-13,100009,128.5947
2025-01-14,100009,128.8508
2025-01-15,100009,128.6046
2025-01-16,100009,129.202
2025-01-17,100009,130.0338
2025-01-18,100009,129.6338
2025-01-19,100009,128.8186
2025-01-20,100009,128.3529
2025-01-21,100009,127.7712
2025-01-22,100009,127.8107
2025-01-23,100009,127.4131
2025-01-24,100009,128.2371
2025-01-25,100009,127.8402
2025-01-26,100009,128.5701
2025-01-27,100009,128.1315
2025-01-28,100009,128.7142
2025-01-29,100009,128.8937
2025-01-30,100009,128.625
2025-01-31,100009,127.7175
2025-02-01,100009,128.5555
2025-02-02,100009,128.9282
2025-02-03,100009,129.8406
2025-02-04,100009,129.7414
2025-02-05,100009,129.9022
2025-02-06,100009,129.6826
2025-02-07,100009,130.1737
2025-02-08,100009,129.2595
2025-02-09,100009,129.0583
2025-02-10,100009,128.9681
2025-02-11,100009,127.9688
2025-02-12,100009,128.0115
2025-02-13,100009,127.9744
2025-02-14,100009,128.4681
2025-02-15,100009,128.3883
2025-02-16,100009,129.2336
2025-02-17,100009,129.09
2025-02-18,100009,129.09
2025-02-19,100009,129.09
2025-02-20,100009,128.4083
2025-02-21,100009,128.3429
2025-02-22,100009,128.8025
2025-02-23,100009,129.7987
2025-02-24,100009,129.7401
2025-02-25,100009,129.7401
2025-02-26,100009,129.8807
2025-02-27,100009,130.578
2025-02-28,100009,130.5869
2025-03-01,100009,131.5258
2025-03-02,100009,130.9221
2025-03-03,100009,130.9234
2025-03-04,100009,130.1065
2025-03-05,100009,130.1065
2025-03-06,100009,130.2645
2025-03-07,100009,131.0654
2025-03-08,100009,130.129
2025-03-09,100009,129.1827
2025-03-10,100009,128.6168
2025-03-11,100009,128.5537
2025-03-12,100009,128.1702
2025-03-13,100009,128.5801
2025-03-14,100009,128.9205
2025-03-15,100009,128.0501
2025-03-16,100009,127.8482
2025-03-17,100009,127.8569
2025-03-18,100009,127.047
2025-03-19,100009,126.3859
2025-03-20,100009,127.0325
2025-03-21,100009,127.8837
2025-03-22,100009,127.8837
2025-03-23,100009,127.8453
2025-03-24,100009,127.3771
2025-03-25,100009,126.9951
2025-03-26,100009,127.5555
2025-03-27,100009,127.2471
2025-03-28,100009,127.2471
2025-03-29,100009,126.4265
2025-03-30,100009,125.5261
2025-03-31,100009,124.8973
2025-01-01,100010,109.8305
2025-01-02,100010,109.8093
2025-01-03,100010,109.2698
2025-01-04,100010,110.0575
2025-01-05,100010,109.7776
2025-01-06,100010,110.6702
2025-01-07,100010,110.2524
2025-01-08,100010,109.7599
2025-01-09,100010,109.5933
2025-01-10,100010,109.312
2025-01-11,100010,108.844
2025-01-12,100010,108.0087
2025-01-13,100010,108.0645
2025-01-14,100010,108.1539
2025-01-15,100010,107.4469
2025-01-16,100010,107.589
2025-01-17,100010,108.2044
2025-01-18,100010,108.2044
2025-01-19,100010,107.7354
2025-01-20,100010,107.7306
2025-01-21,100010,107.4923
2025-01-22,100010,107.4923
2025-01-23,100010,107.7619
2025-01-24,100010,108.1241
2025-01-25,100010,108.7503
2025-01-26,100010,108.0661
2025-01-27,100010,108.2804
2025-01-28,100010,108.8951
2025-01-29,100010,108.0584
2025-01-30,100010,107.2305
2025-01-31,100010,106.5282
2025-02-01,100010,106.154
2025-02-02,100010,105.8708
2025-02-03,100010,105.7406
2025-02-04,100010,105.7864
2025-02-05,100010,104.979
2025-02-06,100010,105.8794
2025-02-07,100010,106.57
2025-02-08,100010,106.0333
2025-02-09,100010,105.7453
