amfi_code,scheme_name,expense_ratio,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown,worst_dd_start,worst_dd_end,tracking_error,rank_3yr,rank_sharpe,rank_alpha,rank_expense,rank_max_dd,fund_score
120008,Bluestock Large Cap Fund Series-8,0.0202,0.08617968255425024,0.1015650217701125,,0.11006658618071753,0.17537767789361997,0.007795280031933017,0.773247384764258,-0.1427306041312122,2024-12-13,2025-04-07,0.11835785932722671,13.0,20.0,16.0,35.0,1.0,58.875
120025,Bluestock Mid Cap Growth Fund Series-25,0.0082,0.14841211369753116,0.1014220964567325,,0.11550904303745804,0.18083172959846378,-0.025997224006977883,1.2320566554573558,-0.30368404535308136,2022-01-05,2022-06-17,0.1710718152308809,14.0,19.0,26.0,7.5,23.0,58.5625
120006,Bluestock Small Cap Edge Fund Series-6,0.0192,-0.11201073273585882,0.14488798627881438,,0.10595239683142667,0.15953935037585562,-0.00694045408104264,0.9275087883537602,-0.23499391556974025,2021-10-14,2022-03-07,0.10288371662278124,6.0,22.0,21.0,33.0,13.0,58.125
120040,Bluestock Large Cap Fund Series-40,0.0207,-0.20950200468841473,0.12226040538531069,,0.10939303167907807,0.1742445515303655,0.01240154101887148,0.8149367860952366,-0.39444969255698836,2025-08-01,2026-05-29,0.20928553781189072,8.0,21.0,13.0,37.0,34.0,54.5
120004,Bluestock Dynamic Asset Allocator Fund Series-4,0.0079,-0.0057395235409293255,0.05525002656402833,,-0.002756902944180587,-0.004185654755242608,-0.007201338893929592,0.7466949537499984,-0.16496931168402973,2021-11-15,2022-06-22,0.08699498131327499,25.0,28.0,22.0,5.0,4.0,52.375
120005,Bluestock Focused Value Fund Series-5,0.0166,-0.13921505802489031,0.01967998204159893,,0.15116915719782345,0.23656505452509666,0.00673894659871426,0.8629777057627097,-0.22264700389588987,2025-10-28,2026-06-23,0.11475818261508089,29.0,16.0,17.0,25.0,8.0,50.875
120037,Bluestock Focused Value Fund Series-37,0.0197,-0.0626170519629069,0.09409868196142757,,0.10358789174035414,0.15807277463293848,0.0017558860647302467,0.8284493061856248,-0.22895201120333752,2021-09-24,2023-03-28,0.11408411070669658,18.0,23.0,18.0,34.0,10.0,50.375
120016,Bluestock Large Cap Fund Series-16,0.009,-0.07388197044018752,0.07201844925020384,,0.02530630453453436,0.03765558580313749,-0.027799165426127363,1.01403214023389,-0.2890717932051303,2024-12-05,2026-03-23,0.12720552871039636,22.0,27.0,27.0,9.0,21.0,47.0
120027,Bluestock Tax Saver ELSS Fund Series-27,0.0139,-0.164182464329783,0.006963350055919637,,0.09088450699163113,0.14402320761167317,-0.012519636132575339,0.9778300973208809,-0.2771321938103445,2024-09-27,2026-03-23,0.12284248065236156,32.0,24.0,23.0,18.0,19.0,40.5
120031,Bluestock Contra Fund Strategy Fund Series-31,0.0205,-0.12663439952912026,0.03254931257539084,,0.1452147542194741,0.22823970554790823,-0.012559044730199405,1.124551496267044,-0.3585075663583881,2024-07-16,2025-02-28,0.1446206466684773,27.0,17.0,24.0,36.0,29.0,38.875
120013,Bluestock Focused Value Fund Series-13,0.0081,-0.15297557735920142,0.025302908463938012,,-0.10537342206128131,-0.16372991998288164,-0.05677788197385922,1.0552060147405653,-0.2236449725060099,2021-09-23,2022-03-07,0.12630268271317774,28.0,33.0,35.0,6.0,9.0,38.875
120021,Bluestock Focused Value Fund Series-21,0.0167,0.2528661562766443,0.07013010890976967,,0.06800301902143946,0.10960696998314688,-0.02492446740330811,1.1269227759798488,-0.5035333530417474,2024-04-30,2025-06-05,0.22398356259237892,23.0,25.0,25.0,26.0,38.0,37.875
120018,Bluestock Bluechip Alpha Fund Series-18,0.0153,-0.03175706436742065,0.05645268458180874,,-0.012316431567245385,-0.017973118875261575,-0.034119350647480465,1.0106295847239113,-0.27733612561314624,2024-09-26,2025-02-28,0.06370293804834737,24.0,30.0,28.0,24.0,20.0,37.75
120017,Bluestock Mid Cap Growth Fund Series-17,0.0064,-0.04669068446992641,0.009530195386855622,,-0.06456758611888087,-0.10253182616292074,-0.04570182914002222,0.9856676304784192,-0.3524457294694423,2025-09-23,2026-06-10,0.20470384831091104,31.0,31.0,31.0,3.0,28.0,36.25
120034,Bluestock Bluechip Alpha Fund Series-34,0.0111,-0.05658189074117803,0.014971396962797812,,-0.22275878458993711,-0.3233745720337678,-0.05453999036231375,0.9100577126584443,-0.22911999998946986,2021-10-18,2022-06-20,0.0716273032737117,30.0,37.0,34.0,14.0,11.0,31.875
120014,Bluestock Small Cap Edge Fund Series-14,0.0184,-0.22918339341979121,0.03284418960048052,,-0.12017756737060896,-0.18790043616101249,-0.0379327307017294,0.8554315400914885,-0.3286164898738091,2024-09-20,2026-06-10,0.1268681354204058,26.0,34.0,29.0,30.0,26.0,29.5
120023,Bluestock Contra Fund Strategy Fund Series-23,0.0058,-0.28280416072259607,-0.1017243890500189,,-0.0074218322683710335,-0.012005271597204275,-0.06139049920322451,1.2945414207387833,-0.45996958984698577,2023-12-28,2026-03-23,0.17584559642013112,39.0,29.0,36.0,2.0,37.0,27.125
120036,Bluestock Dynamic Asset Allocator Fund Series-36,0.0108,-0.17958187061833486,-0.06642950971680839,,-0.09330303933790846,-0.14901101762599417,-0.0676551536484742,1.127368168434746,-0.3634543109592884,2024-06-03,2026-06-11,0.2082201120756522,36.0,32.0,37.0,12.0,30.0,25.0
120030,Bluestock Small Cap Edge Fund Series-30,0.0142,-0.021770332382739066,-0.018632165011476243,,-0.12069383319772001,-0.18314441459799494,-0.0396722869078915,0.8804712600926393,-0.38506172287129015,2024-08-30,2026-03-30,0.11358140681105043,34.0,35.0,30.0,20.0,33.0,24.375
120007,Bluestock Contra Fund Strategy Fund Series-7,0.0102,-0.1433330907737317,-0.08867975009470885,,-0.13670573711693992,-0.2142905759633228,-0.049923717064480275,0.9158462986777637,-0.36625289322484633,2023-07-14,2026-03-30,0.1512709349336657,38.0,36.0,32.0,11.0,31.0,23.625
120019,Bluestock Tax Saver ELSS Fund Series-19,0.0174,-0.21319940224874712,-0.07326737363678915,,0.05910732382318448,0.09036265428906472,-0.050305511177255936,1.3624694305814398,-0.40984439390726324,2023-12-29,2026-03-30,0.19690602027289805,37.0,26.0,33.0,28.0,35.0,22.75
120020,Bluestock Dynamic Asset Allocator Fund Series-20,0.0097,-0.15743018346408777,-0.009188099767650781,,-0.30525290320011367,-0.4789265039265324,-0.09459111234656974,0.9481365202838428,-0.45445442748602893,2024-09-12,2026-03-30,0.18216526039480005,33.0,38.0,38.0,10.0,36.0,22.25
120011,Bluestock Tax Saver ELSS Fund Series-11,0.0144,-0.283199318343344,-0.03853340159610896,,-0.7964684065597448,-1.3100674822046385,-0.21510711966779641,0.8575104987252563,-0.5591249649936587,2021-07-15,2026-06-23,0.2195025549485332,35.0,40.0,40.0,21.0,40.0,13.375
120015,Bluestock Contra Fund Strategy Fund Series-15,0.0214,-0.25954932550990273,-0.1759813924184035,,-0.7191273825139036,-1.1332153925511477,-0.17545878565869352,0.8774063099790419,-0.5239831592588977,2021-11-02,2026-06-11,0.18115507253182941,40.0,39.0,39.0,39.0,39.0,4.25
